"a"	"b"	"w"	"x1"	"y1"	"x2"	"y2"
"15_11"	"17_9"	0.119982699542516	15	0.436737715880843	17	0.138980806248414
"15_12"	"17_9"	0.113685591766538	15	0.516069919336054	17	0.138980806248414
"15_13"	"17_9"	0.10718909921021	15	0.91031205821486	17	0.138980806248414
"15_14"	"17_9"	0.340256940207877	15	0.492906451627985	17	0.138980806248414
"15_15"	"17_9"	0.123928752387734	15	0.997175062120118	17	0.138980806248414
"15_1"	"17_10"	0.112748894436719	15	0.105857150538076	17	0.769319756238485
"15_2"	"17_10"	0.168038154703421	15	0.626096390949382	17	0.769319756238485
"15_3"	"17_10"	0.184477665600824	15	0.291835400997621	17	0.769319756238485
"15_4"	"17_10"	0.158535929096111	15	0.37869840490288	17	0.769319756238485
"15_5"	"17_10"	0.129662292486126	15	0.177043728023148	17	0.769319756238485
"15_6"	"17_10"	0.583116810887864	15	0.766494818358603	17	0.769319756238485
"15_7"	"17_10"	0.17638325488748	15	0.837240598599599	17	0.769319756238485
"15_8"	"17_10"	0.153145042667095	15	0.71295939485464	17	0.769319756238485
"15_9"	"17_10"	0.201775091259029	15	0.602932923241313	17	0.769319756238485
"15_10"	"17_10"	0.181726606979174	15	0.260511195174803	17	0.769319756238485
"15_11"	"17_10"	0.188145910165281	15	0.436737715880843	17	0.769319756238485
"15_12"	"17_10"	0.11404782943836	15	0.516069919336054	17	0.769319756238485
"15_13"	"17_10"	0.155331833615269	15	0.91031205821486	17	0.769319756238485
"15_14"	"17_10"	0.15538499022709	15	0.492906451627985	17	0.769319756238485
"15_15"	"17_10"	0.16060161212007	15	0.997175062120118	17	0.769319756238485
"15_1"	"17_11"	0.114933703343598	15	0.105857150538076	17	0.219897310144709
"15_2"	"17_11"	0.107268757116515	15	0.626096390949382	17	0.219897310144709
"15_3"	"17_11"	0.10566963361243	15	0.291835400997621	17	0.219897310144709
"15_4"	"17_11"	0.122146339655499	15	0.37869840490288	17	0.219897310144709
"15_5"	"17_11"	0.575700886676889	15	0.177043728023148	17	0.219897310144709
"15_6"	"17_11"	0.121290818436466	15	0.766494818358603	17	0.219897310144709
"15_7"	"17_11"	0.133910012844317	15	0.837240598599599	17	0.219897310144709
"15_8"	"17_11"	0.300548745315367	15	0.71295939485464	17	0.219897310144709
"15_9"	"17_11"	0.10903701156668	15	0.602932923241313	17	0.219897310144709
"15_10"	"17_11"	0.0896488015781359	15	0.260511195174803	17	0.219897310144709
"15_11"	"17_11"	0.108736818365449	15	0.436737715880843	17	0.219897310144709
"15_12"	"17_11"	0.0975344939472507	15	0.516069919336054	17	0.219897310144709
"15_13"	"17_11"	0.127439419973727	15	0.91031205821486	17	0.219897310144709
"15_14"	"17_11"	0.0975715952242032	15	0.492906451627985	17	0.219897310144709
"15_15"	"17_11"	0.117136174205929	15	0.997175062120118	17	0.219897310144709
"15_1"	"17_12"	0.107250242965411	15	0.105857150538076	17	0.260511195174803
"15_2"	"17_12"	0.10569742721316	15	0.626096390949382	17	0.260511195174803
"15_3"	"17_12"	0.132421421583189	15	0.291835400997621	17	0.260511195174803
"15_4"	"17_12"	0.129842846331855	15	0.37869840490288	17	0.260511195174803
"15_5"	"17_12"	0.108095721270981	15	0.177043728023148	17	0.260511195174803
"15_6"	"17_12"	0.140152871923715	15	0.766494818358603	17	0.260511195174803
"15_7"	"17_12"	0.127448656340073	15	0.837240598599599	17	0.260511195174803
"15_8"	"17_12"	0.105915615960691	15	0.71295939485464	17	0.260511195174803
"15_9"	"17_12"	0.118552329641197	15	0.602932923241313	17	0.260511195174803
"15_10"	"17_12"	0.672401749404707	15	0.260511195174803	17	0.260511195174803
"15_11"	"17_12"	0.202271639726543	15	0.436737715880843	17	0.260511195174803
"15_12"	"17_12"	0.0926369368585957	15	0.516069919336054	17	0.260511195174803
"15_13"	"17_12"	0.0996918576222205	15	0.91031205821486	17	0.260511195174803
"15_14"	"17_12"	0.159291331199291	15	0.492906451627985	17	0.260511195174803
"15_15"	"17_12"	0.142926973517722	15	0.997175062120118	17	0.260511195174803
"15_1"	"17_13"	0.152260549315964	15	0.105857150538076	17	0.686344980386353
"15_2"	"17_13"	0.215342945789309	15	0.626096390949382	17	0.686344980386353
"15_3"	"17_13"	0.186314677143733	15	0.291835400997621	17	0.686344980386353
"15_4"	"17_13"	0.16834970398794	15	0.37869840490288	17	0.686344980386353
"15_5"	"17_13"	0.176372836771176	15	0.177043728023148	17	0.686344980386353
"15_6"	"17_13"	0.158526182697551	15	0.766494818358603	17	0.686344980386353
"15_7"	"17_13"	0.195117693801325	15	0.837240598599599	17	0.686344980386353
"15_8"	"17_13"	0.542764946023895	15	0.71295939485464	17	0.686344980386353
"15_9"	"17_13"	0.434037785532349	15	0.602932923241313	17	0.686344980386353
"15_10"	"17_13"	0.115109694485159	15	0.260511195174803	17	0.686344980386353
"15_11"	"17_13"	0.180416635870072	15	0.436737715880843	17	0.686344980386353
"15_12"	"17_13"	0.140210643786933	15	0.516069919336054	17	0.686344980386353
"15_13"	"17_13"	0.17773295427706	15	0.91031205821486	17	0.686344980386353
"15_14"	"17_13"	0.141882750238414	15	0.492906451627985	17	0.686344980386353
"15_15"	"17_13"	0.18146018670539	15	0.997175062120118	17	0.686344980386353
"15_1"	"17_14"	0.0851643666960008	15	0.105857150538076	17	0.913136996094742
"15_2"	"17_14"	0.0672977449675179	15	0.626096390949382	17	0.913136996094742
"15_3"	"17_14"	0.0930628144032502	15	0.291835400997621	17	0.913136996094742
"15_4"	"17_14"	0.0928626641177052	15	0.37869840490288	17	0.913136996094742
"15_5"	"17_14"	0.100618093675923	15	0.177043728023148	17	0.913136996094742
"15_6"	"17_14"	0.100479595090673	15	0.766494818358603	17	0.913136996094742
"15_7"	"17_14"	0.0814863240534991	15	0.837240598599599	17	0.913136996094742
"15_8"	"17_14"	0.0862322763395821	15	0.71295939485464	17	0.913136996094742
"15_9"	"17_14"	0.131398071229975	15	0.602932923241313	17	0.913136996094742
"15_10"	"17_14"	0.0791591436991718	15	0.260511195174803	17	0.913136996094742
"15_11"	"17_14"	0.0851209112619537	15	0.436737715880843	17	0.913136996094742
"15_12"	"17_14"	0.0695323502128393	15	0.516069919336054	17	0.913136996094742
"15_13"	"17_14"	0.75418411263469	15	0.91031205821486	17	0.913136996094742
"15_14"	"17_14"	0.0759899646500677	15	0.492906451627985	17	0.913136996094742
"15_15"	"17_14"	0.079237231090021	15	0.997175062120118	17	0.913136996094742
"15_1"	"17_15"	0.118935633233857	15	0.105857150538076	17	0.459901183588912
"15_2"	"17_15"	0.184485887149802	15	0.626096390949382	17	0.459901183588912
"15_3"	"17_15"	0.263413839969275	15	0.291835400997621	17	0.459901183588912
"15_4"	"17_15"	0.21605645317204	15	0.37869840490288	17	0.459901183588912
"15_5"	"17_15"	0.146552901011307	15	0.177043728023148	17	0.459901183588912
"15_6"	"17_15"	0.241070323077656	15	0.766494818358603	17	0.459901183588912
"15_7"	"17_15"	0.173428249899931	15	0.837240598599599	17	0.459901183588912
"15_8"	"17_15"	0.160280781000901	15	0.71295939485464	17	0.459901183588912
"15_9"	"17_15"	0.283010634070687	15	0.602932923241313	17	0.459901183588912
"15_10"	"17_15"	0.176719231490935	15	0.260511195174803	17	0.459901183588912
"15_11"	"17_15"	0.661701673824103	15	0.436737715880843	17	0.459901183588912
"15_12"	"17_15"	0.164889277031955	15	0.516069919336054	17	0.459901183588912
"15_13"	"17_15"	0.162706749808673	15	0.91031205821486	17	0.459901183588912
"15_14"	"17_15"	0.141480233807577	15	0.492906451627985	17	0.459901183588912
"15_15"	"17_15"	0.15090115628926	15	0.997175062120118	17	0.459901183588912
"15_1"	"17_16"	0.0910107279345834	15	0.105857150538076	17	0.569774447129024
"15_2"	"17_16"	0.117873600401343	15	0.626096390949382	17	0.569774447129024
"15_3"	"17_16"	0.165203559901342	15	0.291835400997621	17	0.569774447129024
"15_4"	"17_16"	0.136486071866989	15	0.37869840490288	17	0.569774447129024
"15_5"	"17_16"	0.116878795767728	15	0.177043728023148	17	0.569774447129024
"15_6"	"17_16"	0.133780849379284	15	0.766494818358603	17	0.569774447129024
"15_7"	"17_16"	0.152108878695787	15	0.837240598599599	17	0.569774447129024
"15_8"	"17_16"	0.126391714736566	15	0.71295939485464	17	0.569774447129024
"15_9"	"17_16"	0.446941188809859	15	0.602932923241313	17	0.569774447129024
"15_10"	"17_16"	0.118090046112307	15	0.260511195174803	17	0.569774447129024
"15_11"	"17_16"	0.13324029124445	15	0.436737715880843	17	0.569774447129024
"15_12"	"17_16"	0.481782844844275	15	0.516069919336054	17	0.569774447129024
"15_13"	"17_16"	0.125859913111441	15	0.91031205821486	17	0.569774447129024
"15_14"	"17_16"	0.100996475524109	15	0.492906451627985	17	0.569774447129024
"15_15"	"17_16"	0.146199488716424	15	0.997175062120118	17	0.569774447129024
"15_1"	"17_17"	0.123618515552661	15	0.105857150538076	17	0.84006553647948
"15_2"	"17_17"	0.157514091855997	15	0.626096390949382	17	0.84006553647948
"15_3"	"17_17"	0.129586558189424	15	0.291835400997621	17	0.84006553647948
"15_4"	"17_17"	0.119569948101009	15	0.37869840490288	17	0.84006553647948
"15_5"	"17_17"	0.124411572179762	15	0.177043728023148	17	0.84006553647948
"15_6"	"17_17"	0.14767680567932	15	0.766494818358603	17	0.84006553647948
"15_7"	"17_17"	0.64324047654388	15	0.837240598599599	17	0.84006553647948
"15_8"	"17_17"	0.378653949904573	15	0.71295939485464	17	0.84006553647948
"15_9"	"17_17"	0.134391744357391	15	0.602932923241313	17	0.84006553647948
"15_10"	"17_17"	0.127034787110967	15	0.260511195174803	17	0.84006553647948
"15_11"	"17_17"	0.129469077365533	15	0.436737715880843	17	0.84006553647948
"15_12"	"17_17"	0.101072483150086	15	0.516069919336054	17	0.84006553647948
"15_13"	"17_17"	0.116884581706982	15	0.91031205821486	17	0.84006553647948
"15_14"	"17_17"	0.137443072137888	15	0.492906451627985	17	0.84006553647948
"15_15"	"17_17"	0.204288022269862	15	0.997175062120118	17	0.84006553647948
"17_1"	"19_1"	0.0804343488043146	17	0.378698404902879	19	0.0871920476936017
"17_2"	"19_1"	0.0891392479497676	17	0.746156288530416	19	0.0871920476936017
"17_3"	"19_1"	0.146708550683633	17	0.516069919336054	19	0.0871920476936017
"17_4"	"19_1"	0.0905378593898166	17	0.625844219200757	19	0.0871920476936017
"17_5"	"19_1"	0.495242419245771	17	0.105857150538076	19	0.0871920476936017
"17_6"	"19_1"	0.0912310862685435	17	1	19	0.0871920476936017
"17_7"	"19_1"	0.0929034061471701	17	0.401861872610948	19	0.0871920476936017
"17_8"	"19_1"	0.110916244221922	17	0.291835400997621	19	0.0871920476936017
"17_9"	"19_1"	0.146429046917797	17	0.138980806248414	19	0.0871920476936017
"17_10"	"19_1"	0.0860783751276225	17	0.769319756238485	19	0.0871920476936017
"17_11"	"19_1"	0.0843901872857181	17	0.219897310144709	19	0.0871920476936017
"17_12"	"19_1"	0.0849188520244677	17	0.260511195174803	19	0.0871920476936017
"17_13"	"19_1"	0.10792247870885	17	0.686344980386353	19	0.0871920476936017
"17_14"	"19_1"	0.0575242619777845	17	0.913136996094742	19	0.0871920476936017
"17_15"	"19_1"	0.114568891128781	17	0.459901183588912	19	0.0871920476936017
"17_16"	"19_1"	0.0979921353504003	17	0.569774447129024	19	0.0871920476936017
"17_17"	"19_1"	0.0895607680157467	17	0.84006553647948	19	0.0871920476936017
"17_1"	"19_2"	0.102467974937308	17	0.378698404902879	19	0.787978338929934
"17_2"	"19_2"	0.105826057912784	17	0.746156288530416	19	0.787978338929934
"17_3"	"19_2"	0.168528524920654	17	0.516069919336054	19	0.787978338929934
"17_4"	"19_2"	0.148046763958823	17	0.625844219200757	19	0.787978338929934
"17_5"	"19_2"	0.116867054738539	17	0.105857150538076	19	0.787978338929934
"17_6"	"19_2"	0.14137647211903	17	1	19	0.787978338929934
"17_7"	"19_2"	0.119229091106187	17	0.401861872610948	19	0.787978338929934
"17_8"	"19_2"	0.138030382489397	17	0.291835400997621	19	0.787978338929934
"17_9"	"19_2"	0.126346704216873	17	0.138980806248414	19	0.787978338929934
"17_10"	"19_2"	0.16041754696645	17	0.769319756238485	19	0.787978338929934
"17_11"	"19_2"	0.129753935806839	17	0.219897310144709	19	0.787978338929934
"17_12"	"19_2"	0.131734015741592	17	0.260511195174803	19	0.787978338929934
"17_13"	"19_2"	0.175891050029355	17	0.686344980386353	19	0.787978338929934
"17_14"	"19_2"	0.0861552332759745	17	0.913136996094742	19	0.787978338929934
"17_15"	"19_2"	0.166897182407276	17	0.459901183588912	19	0.787978338929934
"17_16"	"19_2"	0.13528866921366	17	0.569774447129024	19	0.787978338929934
"17_17"	"19_2"	0.620780040165498	17	0.84006553647948	19	0.787978338929934
"17_1"	"19_3"	0.121298958507295	17	0.378698404902879	19	0.722992820822347
"17_2"	"19_3"	0.414335638642059	17	0.746156288530416	19	0.722992820822347
"17_3"	"19_3"	0.129533211270113	17	0.516069919336054	19	0.722992820822347
"17_4"	"19_3"	0.184341002970592	17	0.625844219200757	19	0.722992820822347
"17_5"	"19_3"	0.101294579041372	17	0.105857150538076	19	0.722992820822347
"17_6"	"19_3"	0.150558045937216	17	1	19	0.722992820822347
"17_7"	"19_3"	0.19951917010599	17	0.401861872610948	19	0.722992820822347
"17_8"	"19_3"	0.166867769650065	17	0.291835400997621	19	0.722992820822347
"17_9"	"19_3"	0.123667410959674	17	0.138980806248414	19	0.722992820822347
"17_10"	"19_3"	0.578088100267442	17	0.769319756238485	19	0.722992820822347
"17_11"	"19_3"	0.0928374053496978	17	0.219897310144709	19	0.722992820822347
"17_12"	"19_3"	0.147153837277738	17	0.260511195174803	19	0.722992820822347
"17_13"	"19_3"	0.141380533151255	17	0.686344980386353	19	0.722992820822347
"17_14"	"19_3"	0.0782090996334749	17	0.913136996094742	19	0.722992820822347
"17_15"	"19_3"	0.238880807417526	17	0.459901183588912	19	0.722992820822347
"17_16"	"19_3"	0.115826633029178	17	0.569774447129024	19	0.722992820822347
"17_17"	"19_3"	0.147944497415346	17	0.84006553647948	19	0.722992820822347
"17_1"	"19_4"	0.124335892011568	17	0.378698404902879	19	0.436737715880843
"17_2"	"19_4"	0.109835111876243	17	0.746156288530416	19	0.436737715880843
"17_3"	"19_4"	0.122416565172817	17	0.516069919336054	19	0.436737715880843
"17_4"	"19_4"	0.182703689040819	17	0.625844219200757	19	0.436737715880843
"17_5"	"19_4"	0.112069215403759	17	0.105857150538076	19	0.436737715880843
"17_6"	"19_4"	0.136134076500571	17	1	19	0.436737715880843
"17_7"	"19_4"	0.270250176998381	17	0.401861872610948	19	0.436737715880843
"17_8"	"19_4"	0.172233590235498	17	0.291835400997621	19	0.436737715880843
"17_9"	"19_4"	0.124452552942507	17	0.138980806248414	19	0.436737715880843
"17_10"	"19_4"	0.191017331810748	17	0.769319756238485	19	0.436737715880843
"17_11"	"19_4"	0.11262685519389	17	0.219897310144709	19	0.436737715880843
"17_12"	"19_4"	0.236571553241301	17	0.260511195174803	19	0.436737715880843
"17_13"	"19_4"	0.183443954342259	17	0.686344980386353	19	0.436737715880843
"17_14"	"19_4"	0.101172567859668	17	0.913136996094742	19	0.436737715880843
"17_15"	"19_4"	0.677498808610159	17	0.459901183588912	19	0.436737715880843
"17_16"	"19_4"	0.149375562681586	17	0.569774447129024	19	0.436737715880843
"17_17"	"19_4"	0.131451157037164	17	0.84006553647948	19	0.436737715880843
"17_1"	"19_5"	0.097701105002143	17	0.378698404902879	19	0.212108835318037
"17_2"	"19_5"	0.089356275325116	17	0.746156288530416	19	0.212108835318037
"17_3"	"19_5"	0.100081607117278	17	0.516069919336054	19	0.212108835318037
"17_4"	"19_5"	0.136384115766097	17	0.625844219200757	19	0.212108835318037
"17_5"	"19_5"	0.123668192970817	17	0.105857150538076	19	0.212108835318037
"17_6"	"19_5"	0.119848498506422	17	1	19	0.212108835318037
"17_7"	"19_5"	0.157958571777115	17	0.401861872610948	19	0.212108835318037
"17_8"	"19_5"	0.12341438418384	17	0.291835400997621	19	0.212108835318037
"17_9"	"19_5"	0.192208866531976	17	0.138980806248414	19	0.212108835318037
"17_10"	"19_5"	0.114790247215008	17	0.769319756238485	19	0.212108835318037
"17_11"	"19_5"	0.607029993876845	17	0.219897310144709	19	0.212108835318037
"17_12"	"19_5"	0.0932060742850431	17	0.260511195174803	19	0.212108835318037
"17_13"	"19_5"	0.220952267111107	17	0.686344980386353	19	0.212108835318037
"17_14"	"19_5"	0.0958080277733869	17	0.913136996094742	19	0.212108835318037
"17_15"	"19_5"	0.128696255707495	17	0.459901183588912	19	0.212108835318037
"17_16"	"19_5"	0.112279471122049	17	0.569774447129024	19	0.212108835318037
"17_17"	"19_5"	0.183934027555649	17	0.84006553647948	19	0.212108835318037
"17_1"	"19_6"	0.0964163523469199	17	0.378698404902879	19	0.531340449378505
"17_2"	"19_6"	0.0962945182466886	17	0.746156288530416	19	0.531340449378505
"17_3"	"19_6"	0.123199920041249	17	0.516069919336054	19	0.531340449378505
"17_4"	"19_6"	0.194089226509104	17	0.625844219200757	19	0.531340449378505
"17_5"	"19_6"	0.117967880067251	17	0.105857150538076	19	0.531340449378505
"17_6"	"19_6"	0.16325879695397	17	1	19	0.531340449378505
"17_7"	"19_6"	0.151784934847335	17	0.401861872610948	19	0.531340449378505
"17_8"	"19_6"	0.303474127981182	17	0.291835400997621	19	0.531340449378505
"17_9"	"19_6"	0.11301845834228	17	0.138980806248414	19	0.531340449378505
"17_10"	"19_6"	0.225452279527245	17	0.769319756238485	19	0.531340449378505
"17_11"	"19_6"	0.100430476046871	17	0.219897310144709	19	0.531340449378505
"17_12"	"19_6"	0.111081653893959	17	0.260511195174803	19	0.531340449378505
"17_13"	"19_6"	0.318076256695414	17	0.686344980386353	19	0.531340449378505
"17_14"	"19_6"	0.158119191100725	17	0.913136996094742	19	0.531340449378505
"17_15"	"19_6"	0.310557895460864	17	0.459901183588912	19	0.531340449378505
"17_16"	"19_6"	0.470914737794763	17	0.569774447129024	19	0.531340449378505
"17_17"	"19_6"	0.171147849258539	17	0.84006553647948	19	0.531340449378505
"17_1"	"19_7"	0.0636544414936492	17	0.378698404902879	19	0.235272303026106
"17_2"	"19_7"	0.0499555443049691	17	0.746156288530416	19	0.235272303026106
"17_3"	"19_7"	0.0919252975994804	17	0.516069919336054	19	0.235272303026106
"17_4"	"19_7"	0.0805882801003885	17	0.625844219200757	19	0.235272303026106
"17_5"	"19_7"	0.140963133275741	17	0.105857150538076	19	0.235272303026106
"17_6"	"19_7"	0.0769606194022653	17	1	19	0.235272303026106
"17_7"	"19_7"	0.0781780009279535	17	0.401861872610948	19	0.235272303026106
"17_8"	"19_7"	0.0747118259409859	17	0.291835400997621	19	0.235272303026106
"17_9"	"19_7"	0.144358692367284	17	0.138980806248414	19	0.235272303026106
"17_10"	"19_7"	0.112061616678437	17	0.769319756238485	19	0.235272303026106
"17_11"	"19_7"	0.512117391553875	17	0.219897310144709	19	0.235272303026106
"17_12"	"19_7"	0.0686518268699417	17	0.260511195174803	19	0.235272303026106
"17_13"	"19_7"	0.0967105957100268	17	0.686344980386353	19	0.235272303026106
"17_14"	"19_7"	0.0750784291462216	17	0.913136996094742	19	0.235272303026106
"17_15"	"19_7"	0.0799619476147781	17	0.459901183588912	19	0.235272303026106
"17_16"	"19_7"	0.0765535975440736	17	0.569774447129024	19	0.235272303026106
"17_17"	"19_7"	0.106841472351491	17	0.84006553647948	19	0.235272303026106
"17_1"	"19_8"	0.321798189637686	17	0.378698404902879	19	0.554503917086574
"17_2"	"19_8"	0.177087835062543	17	0.746156288530416	19	0.554503917086574
"17_3"	"19_8"	0.0834465519726352	17	0.516069919336054	19	0.554503917086574
"17_4"	"19_8"	0.115585122729145	17	0.625844219200757	19	0.554503917086574
"17_5"	"19_8"	0.0975007805069788	17	0.105857150538076	19	0.554503917086574
"17_6"	"19_8"	0.107757929709684	17	1	19	0.554503917086574
"17_7"	"19_8"	0.141916032361068	17	0.401861872610948	19	0.554503917086574
"17_8"	"19_8"	0.128648876315338	17	0.291835400997621	19	0.554503917086574
"17_9"	"19_8"	0.112939241434877	17	0.138980806248414	19	0.554503917086574
"17_10"	"19_8"	0.0996515710579694	17	0.769319756238485	19	0.554503917086574
"17_11"	"19_8"	0.100123507229707	17	0.219897310144709	19	0.554503917086574
"17_12"	"19_8"	0.102841924545125	17	0.260511195174803	19	0.554503917086574
"17_13"	"19_8"	0.138296166737223	17	0.686344980386353	19	0.554503917086574
"17_14"	"19_8"	0.0808833368137119	17	0.913136996094742	19	0.554503917086574
"17_15"	"19_8"	0.157409607183807	17	0.459901183588912	19	0.554503917086574
"17_16"	"19_8"	0.555387552595791	17	0.569774447129024	19	0.554503917086574
"17_17"	"19_8"	0.102375498353803	17	0.84006553647948	19	0.554503917086574
"17_1"	"19_9"	0.279982967094355	17	0.378698404902879	19	0.291835400997621
"17_2"	"19_9"	0.15079682593936	17	0.746156288530416	19	0.291835400997621
"17_3"	"19_9"	0.14582499864605	17	0.516069919336054	19	0.291835400997621
"17_4"	"19_9"	0.18982006840957	17	0.625844219200757	19	0.291835400997621
"17_5"	"19_9"	0.120890369328224	17	0.105857150538076	19	0.291835400997621
"17_6"	"19_9"	0.182378838612398	17	1	19	0.291835400997621
"17_7"	"19_9"	0.316795973951058	17	0.401861872610948	19	0.291835400997621
"17_8"	"19_9"	0.635355371201781	17	0.291835400997621	19	0.291835400997621
"17_9"	"19_9"	0.134130236809712	17	0.138980806248414	19	0.291835400997621
"17_10"	"19_9"	0.189137440266082	17	0.769319756238485	19	0.291835400997621
"17_11"	"19_9"	0.110735272191712	17	0.219897310144709	19	0.291835400997621
"17_12"	"19_9"	0.129662519887139	17	0.260511195174803	19	0.291835400997621
"17_13"	"19_9"	0.188659514012148	17	0.686344980386353	19	0.291835400997621
"17_14"	"19_9"	0.110252955809454	17	0.913136996094742	19	0.291835400997621
"17_15"	"19_9"	0.246581183151638	17	0.459901183588912	19	0.291835400997621
"17_16"	"19_9"	0.16012888346939	17	0.569774447129024	19	0.291835400997621
"17_17"	"19_9"	0.124112249068738	17	0.84006553647948	19	0.291835400997621
"17_1"	"19_10"	0.094763837600433	17	0.378698404902879	19	0.811141806638003
"17_2"	"19_10"	0.0696761966617806	17	0.746156288530416	19	0.811141806638003
"17_3"	"19_10"	0.107182802908577	17	0.516069919336054	19	0.811141806638003
"17_4"	"19_10"	0.1430330484952	17	0.625844219200757	19	0.811141806638003
"17_5"	"19_10"	0.107152428574889	17	0.105857150538076	19	0.811141806638003
"17_6"	"19_10"	0.272469663789317	17	1	19	0.811141806638003
"17_7"	"19_10"	0.114394653763057	17	0.401861872610948	19	0.811141806638003
"17_8"	"19_10"	0.120843162837222	17	0.291835400997621	19	0.811141806638003
"17_9"	"19_10"	0.113988916123453	17	0.138980806248414	19	0.811141806638003
"17_10"	"19_10"	0.172420185863732	17	0.769319756238485	19	0.811141806638003
"17_11"	"19_10"	0.163589013550734	17	0.219897310144709	19	0.811141806638003
"17_12"	"19_10"	0.10405497435661	17	0.260511195174803	19	0.811141806638003
"17_13"	"19_10"	0.225871120824229	17	0.686344980386353	19	0.811141806638003
"17_14"	"19_10"	0.0918358326033538	17	0.913136996094742	19	0.811141806638003
"17_15"	"19_10"	0.115481202720482	17	0.459901183588912	19	0.811141806638003
"17_16"	"19_10"	0.119644376396976	17	0.569774447129024	19	0.811141806638003
"17_17"	"19_10"	0.470859127947318	17	0.84006553647948	19	0.811141806638003
"17_1"	"19_11"	0.150934275357053	17	0.378698404902879	19	0.492906451627985
"17_2"	"19_11"	0.0817262463280806	17	0.746156288530416	19	0.492906451627985
"17_3"	"19_11"	0.772716225690332	17	0.516069919336054	19	0.492906451627985
"17_4"	"19_11"	0.145734755013055	17	0.625844219200757	19	0.492906451627985
"17_5"	"19_11"	0.11650980200037	17	0.105857150538076	19	0.492906451627985
"17_6"	"19_11"	0.141535759687019	17	1	19	0.492906451627985
"17_7"	"19_11"	0.127914417511552	17	0.401861872610948	19	0.492906451627985
"17_8"	"19_11"	0.116460047321898	17	0.291835400997621	19	0.492906451627985
"17_9"	"19_11"	0.200825197022621	17	0.138980806248414	19	0.492906451627985
"17_10"	"19_11"	0.143623651771803	17	0.769319756238485	19	0.492906451627985
"17_11"	"19_11"	0.10832236589062	17	0.219897310144709	19	0.492906451627985
"17_12"	"19_11"	0.154417697256682	17	0.260511195174803	19	0.492906451627985
"17_13"	"19_11"	0.131016843009948	17	0.686344980386353	19	0.492906451627985
"17_14"	"19_11"	0.0682015668032037	17	0.913136996094742	19	0.492906451627985
"17_15"	"19_11"	0.124946847386668	17	0.459901183588912	19	0.492906451627985
"17_16"	"19_11"	0.0855654514922903	17	0.569774447129024	19	0.492906451627985
"17_17"	"19_11"	0.135639618163987	17	0.84006553647948	19	0.492906451627985
"17_1"	"19_12"	0.0784366145006182	17	0.378698404902879	19	0.866810060678604
"17_2"	"19_12"	0.0627318934130025	17	0.746156288530416	19	0.866810060678604
"17_3"	"19_12"	0.0757758835643023	17	0.516069919336054	19	0.866810060678604
"17_4"	"19_12"	0.0857791710622125	17	0.625844219200757	19	0.866810060678604
"17_5"	"19_12"	0.098168721676267	17	0.105857150538076	19	0.866810060678604
"17_6"	"19_12"	0.094951395341862	17	1	19	0.866810060678604
"17_7"	"19_12"	0.108997143174169	17	0.401861872610948	19	0.866810060678604
"17_8"	"19_12"	0.102280496626622	17	0.291835400997621	19	0.866810060678604
"17_9"	"19_12"	0.0840106023141978	17	0.138980806248414	19	0.866810060678604
"17_10"	"19_12"	0.134520783896379	17	0.769319756238485	19	0.866810060678604
"17_11"	"19_12"	0.104201820395035	17	0.219897310144709	19	0.866810060678604
"17_12"	"19_12"	0.0853420878782444	17	0.260511195174803	19	0.866810060678604
"17_13"	"19_12"	0.131753387291301	17	0.686344980386353	19	0.866810060678604
"17_14"	"19_12"	0.860667829948367	17	0.913136996094742	19	0.866810060678604
"17_15"	"19_12"	0.123160924535425	17	0.459901183588912	19	0.866810060678604
"17_16"	"19_12"	0.10242884942824	17	0.569774447129024	19	0.866810060678604
"17_17"	"19_12"	0.0980231262258929	17	0.84006553647948	19	0.866810060678604
"17_1"	"19_13"	0.0794334087267989	17	0.378698404902879	19	0.110355515401671
"17_2"	"19_13"	0.0539523955330506	17	0.746156288530416	19	0.110355515401671
"17_3"	"19_13"	0.118155466676334	17	0.516069919336054	19	0.110355515401671
"17_4"	"19_13"	0.0978388002359835	17	0.625844219200757	19	0.110355515401671
"17_5"	"19_13"	0.706824775123759	17	0.105857150538076	19	0.110355515401671
"17_6"	"19_13"	0.0813296410588474	17	1	19	0.110355515401671
"17_7"	"19_13"	0.112414803216389	17	0.401861872610948	19	0.110355515401671
"17_8"	"19_13"	0.096463804884449	17	0.291835400997621	19	0.110355515401671
"17_9"	"19_13"	0.261095119539602	17	0.138980806248414	19	0.110355515401671
"17_10"	"19_13"	0.0958656886324298	17	0.769319756238485	19	0.110355515401671
"17_11"	"19_13"	0.171056193405364	17	0.219897310144709	19	0.110355515401671
"17_12"	"19_13"	0.095789987290804	17	0.260511195174803	19	0.110355515401671
"17_13"	"19_13"	0.136602739567314	17	0.686344980386353	19	0.110355515401671
"17_14"	"19_13"	0.0853638287030629	17	0.913136996094742	19	0.110355515401671
"17_15"	"19_13"	0.112306284893141	17	0.459901183588912	19	0.110355515401671
"17_16"	"19_13"	0.0994233652562296	17	0.569774447129024	19	0.110355515401671
"17_17"	"19_13"	0.121014199439211	17	0.84006553647948	19	0.110355515401671
"17_1"	"19_14"	0.119917218848747	17	0.378698404902879	19	0.602680751492688
"17_2"	"19_14"	0.0943029576213741	17	0.746156288530416	19	0.602680751492688
