"x"	"y"	"k"	"size"	"name"	"p"
9	0.390527613977531	9	0.049094627337899	"9_9"	"2.0621e-01, 2.5186e-01, 2.3735e-01, 2.4800e-01, 2.5888e-01, 2.4519e-01, 1.9189e-01, 1.6009e-01, 1.1857e-01, 1.0020e-01, 9.8134e-02, 1.4848e-01, 7.4766e-02, 3.4038e-02, 2.3375e-02, 3.4665e-02, 4.2824e-02, 8.5710e-02, 1.3864e-01, 1.1135e-01, 3.7926e-02, 4.3616e-02, 4.2195e-02, 2.8839e-02, 1.9372e-02, 1.9507e-02, 1.4250e-02, 2.1085e-02, 5.9496e-02, 0.0000e+00, 6.7392e-02, 5.5424e-02, 7.0141e-02, 4.3503e-02, 8.9458e-02, 4.0074e-02, 6.3131e-02, 1.2333e-02, 4.4015e-02, 4.6414e-02, 6.7927e-02, 4.9535e-02, 4.9699e-02, 2.1512e-02, 1.1292e-02, 4.4870e-02, 1.3705e-02, 1.5790e-02, 6.5137e-02, 3.4141e-02, 3.6378e-02, 1.6694e-02, 2.3057e-04, 0.0000e+00, 2.6772e-03, 0.0000e+00, 1.5274e-02, 1.9430e-03, 0.0000e+00, 1.9020e-02, 0.0000e+00, 1.4883e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.7432e-05, 0.0000e+00, 5.5869e-05, 0.0000e+00, 1.8183e-02, 1.3838e-04, 1.0391e-04, 0.0000e+00"
1	0.582619083410207	11	0.0460802645280147	"11_1"	"0.00462370, 0.03536585, 0.04158030, 0.01717454, 0.01943249, 0.06492772, 0.01681091, 0.00000000, 0.00000000, 0.00000000, 0.01580213, 0.00000000, 0.01855712, 0.01236497, 0.00140813, 0.01309062, 0.00000000, 0.00000000, 0.01442916, 0.00033526, 0.00000000, 0.00000000, 0.00015325, 0.00000000, 0.00000000, 0.03784184, 0.02239217, 0.00003269, 0.00138632, 0.00000000, 0.01141023, 0.00047461, 0.03801899, 0.00012084, 0.04397912, 0.13325337, 0.08445446, 0.15615743, 0.09041184, 0.11531842, 0.08176737, 0.04296471, 0.17338142, 0.17668528, 0.07689631, 0.11678695, 0.30248294, 0.21759926, 0.13459166, 0.13001024, 0.10125532, 0.20445517, 0.12631619, 0.09264144, 0.12109767, 0.02493294, 0.02675183, 0.00604189, 0.00000000, 0.03844781, 0.01910401, 0.00000000, 0.00016639, 0.02170530, 0.01960698, 0.00274318, 0.05747410, 0.08841276, 0.07543981, 0.09439477, 0.04843285, 0.00024247, 0.00000000"
2	0.83834761676201	11	0.0249083863991349	"11_2"	"2.3119e-03, 1.7202e-02, 5.1823e-03, 0.0000e+00, 7.3964e-04, 0.0000e+00, 1.2453e-04, 0.0000e+00, 3.3086e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 5.4168e-02, 6.9636e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.2720e-02, 0.0000e+00, 1.2327e-02, 1.1112e-03, 2.4648e-02, 2.6545e-02, 3.0210e-02, 4.8203e-01, 3.3993e-02, 9.0070e-02, 7.4839e-02, 2.0054e-01, 4.0679e-02, 3.7621e-02, 1.0090e-04, 8.4638e-04, 1.3127e-02, 2.8686e-04, 1.4150e-01, 1.0889e-02, 3.9443e-02, 3.4508e-02, 0.0000e+00, 0.0000e+00, 2.1217e-03, 2.8237e-02, 1.5112e-02, 1.4066e-02, 1.0001e-01, 4.7770e-03, 1.0376e-02, 2.0867e-02, 0.0000e+00, 3.6881e-03, 2.3605e-03, 5.2913e-02, 0.0000e+00, 0.0000e+00, 9.1051e-02, 0.0000e+00, 3.2978e-02, 1.3515e-02, 0.0000e+00, 1.3551e-02, 4.9334e-05, 0.0000e+00, 3.6016e-04, 0.0000e+00, 2.0757e-03, 2.7710e-04, 0.0000e+00"
3	0.439587343757806	11	0.0360834935319797	"11_3"	"2.0080e-01, 2.5860e-01, 2.2985e-01, 2.3868e-01, 2.6304e-01, 2.6486e-01, 1.7994e-01, 1.6575e-01, 1.3775e-01, 8.8738e-02, 8.4278e-02, 1.4636e-01, 7.0060e-02, 2.7312e-02, 1.9432e-02, 2.1574e-02, 3.6913e-02, 5.4552e-02, 7.3410e-02, 8.1678e-02, 0.0000e+00, 2.0637e-02, 2.8964e-02, 0.0000e+00, 6.1458e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 7.6663e-03, 4.9043e-03, 1.4862e-02, 0.0000e+00, 1.9140e-02, 3.2714e-04, 3.2961e-02, 0.0000e+00, 3.7323e-03, 6.8847e-03, 1.6449e-02, 1.9748e-02, 1.9778e-02, 0.0000e+00, 9.9956e-03, 2.8867e-02, 1.6457e-02, 4.6102e-04, 3.9230e-02, 1.5159e-02, 2.2845e-02, 8.6489e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 4.6746e-03, 1.0647e-04, 0.0000e+00, 1.0606e-02, 1.3127e-03, 1.6696e-03, 6.6556e-05, 8.1907e-05, 0.0000e+00, 4.6634e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.0562e-02, 0.0000e+00, 3.4638e-05, 0.0000e+00"
4	0.495756079504949	11	0.0335966598582242	"11_4"	"2.4605e-02, 6.7522e-02, 2.7741e-02, 1.0795e-03, 0.0000e+00, 2.7781e-02, 9.9620e-04, 0.0000e+00, 1.8355e-01, 1.1015e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 5.6729e-02, 2.1742e-02, 1.4495e-02, 8.8863e-02, 3.9524e-02, 7.4377e-05, 0.0000e+00, 0.0000e+00, 0.0000e+00, 7.0648e-02, 7.6136e-03, 2.4475e-02, 1.2038e-02, 7.8125e-03, 1.8800e-01, 9.9353e-03, 1.1914e-02, 1.1054e-02, 0.0000e+00, 1.5677e-02, 3.9274e-04, 1.8000e-04, 0.0000e+00, 1.6010e-02, 0.0000e+00, 3.6873e-02, 5.7372e-05, 0.0000e+00, 1.9305e-02, 2.2539e-04, 0.0000e+00, 0.0000e+00, 1.0543e-02, 1.9497e-03, 0.0000e+00, 0.0000e+00, 1.1130e-02, 3.7697e-05, 0.0000e+00, 3.8429e-05, 0.0000e+00, 4.7808e-05, 3.0480e-05, 0.0000e+00, 0.0000e+00, 4.1971e-03, 0.0000e+00, 8.3790e-04, 1.1496e-02, 5.9201e-02, 4.0953e-05, 6.1986e-03, 2.4744e-02, 2.9896e-02, 1.5054e-01, 0.0000e+00, 1.8569e-02, 3.9300e-02, 1.4569e-01, 3.7054e-01"
5	0.653731556000372	11	0.0628923615282951	"11_5"	"2.0642e-03, 0.0000e+00, 1.6644e-02, 9.3233e-04, 3.6243e-02, 2.2564e-02, 1.0311e-01, 7.4825e-02, 0.0000e+00, 2.1749e-02, 1.7863e-02, 0.0000e+00, 2.6356e-02, 0.0000e+00, 0.0000e+00, 3.5957e-03, 0.0000e+00, 5.5048e-05, 1.4727e-02, 0.0000e+00, 6.2972e-02, 4.8026e-02, 3.1569e-02, 3.4992e-02, 0.0000e+00, 6.1732e-05, 2.0412e-02, 6.5381e-05, 1.7676e-02, 0.0000e+00, 1.7828e-04, 8.3320e-03, 1.9177e-04, 5.2566e-03, 3.4139e-02, 2.2082e-02, 0.0000e+00, 3.0712e-02, 0.0000e+00, 4.7045e-03, 1.8312e-02, 0.0000e+00, 2.5356e-02, 6.5586e-02, 1.0151e-01, 8.0891e-02, 0.0000e+00, 5.5783e-02, 7.3341e-02, 8.1188e-02, 1.3680e-01, 1.0887e-01, 1.4849e-01, 1.4819e-01, 2.0294e-01, 1.3972e-01, 2.8312e-01, 1.4397e-01, 2.1588e-01, 3.2033e-01, 1.7317e-01, 2.5888e-01, 7.9634e-02, 2.1492e-01, 1.5510e-01, 9.4366e-02, 6.8130e-02, 3.7125e-02, 2.5350e-02, 7.8834e-02, 6.0333e-02, 3.4638e-05, 1.0808e-02"
6	0.704411947933681	11	0.0337499749689615	"11_6"	"6.6342e-02, 6.4185e-05, 0.0000e+00, 5.2849e-02, 2.6896e-03, 2.5141e-04, 1.5566e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.2902e-04, 2.7911e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.4214e-02, 1.2378e-02, 0.0000e+00, 0.0000e+00, 2.3259e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 5.8583e-03, 0.0000e+00, 7.8675e-03, 1.8045e-02, 9.9931e-03, 2.2787e-02, 7.1314e-04, 2.0461e-02, 8.2942e-03, 4.3533e-02, 8.5198e-03, 1.0905e-04, 2.6907e-04, 1.8137e-02, 0.0000e+00, 1.6982e-02, 1.5012e-02, 2.2091e-01, 2.0398e-02, 8.9034e-03, 3.1632e-05, 0.0000e+00, 5.7343e-05, 1.4810e-02, 0.0000e+00, 1.5022e-02, 4.4860e-03, 3.5752e-02, 4.7690e-02, 1.0941e-01, 2.8780e-02, 2.6030e-01, 1.5505e-02, 1.9853e-01, 2.0803e-01, 2.0856e-02, 1.1197e-01, 0.0000e+00, 0.0000e+00, 2.9486e-03, 2.1102e-03, 1.4182e-02, 1.8204e-02, 1.3017e-02, 5.8651e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 5.7135e-02"
7	0.239667677804996	11	0.0437824151948416	"11_7"	"6.6053e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.4120e-03, 0.0000e+00, 7.9696e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.4888e-05, 0.0000e+00, 8.2207e-03, 2.1404e-03, 0.0000e+00, 0.0000e+00, 5.5048e-05, 0.0000e+00, 0.0000e+00, 3.3047e-02, 4.9006e-04, 6.7430e-03, 0.0000e+00, 1.7970e-04, 5.3090e-03, 7.7025e-03, 1.6345e-04, 2.7726e-03, 0.0000e+00, 8.6765e-03, 5.2734e-05, 1.8602e-02, 0.0000e+00, 8.9998e-04, 7.0879e-04, 7.0631e-04, 1.2091e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 7.0998e-03, 0.0000e+00, 1.3823e-02, 0.0000e+00, 0.0000e+00, 9.2203e-04, 0.0000e+00, 1.0925e-03, 1.1309e-04, 0.0000e+00, 0.0000e+00, 1.9686e-04, 5.2589e-04, 6.4009e-04, 1.5274e-03, 0.0000e+00, 2.6849e-02, 0.0000e+00, 1.4803e-02, 1.5251e-01, 2.5774e-01, 1.4072e-01, 2.2359e-01, 2.4431e-01, 2.3828e-01, 1.7780e-01, 2.3893e-01, 2.1909e-01, 2.4466e-01, 2.2258e-01, 6.8572e-02"
8	0.605782551118276	11	0.539640404101085	"11_8"	"0.53887, 0.55847, 0.59810, 0.54816, 0.55897, 0.53947, 0.54281, 0.55502, 0.53554, 0.58992, 0.58205, 0.52189, 0.54253, 0.54311, 0.60538, 0.59599, 0.50214, 0.54960, 0.50004, 0.51421, 0.49421, 0.53733, 0.50644, 0.53357, 0.56821, 0.56559, 0.55177, 0.53207, 0.56747, 0.48326, 0.53557, 0.55123, 0.53318, 0.51817, 0.51245, 0.54125, 0.47962, 0.52929, 0.56210, 0.54544, 0.49891, 0.48402, 0.53958, 0.54571, 0.47726, 0.54898, 0.53197, 0.55598, 0.56396, 0.51417, 0.56218, 0.57354, 0.55330, 0.58431, 0.57307, 0.55026, 0.53809, 0.53020, 0.51461, 0.54464, 0.54575, 0.54730, 0.55887, 0.56499, 0.55550, 0.51547, 0.56778, 0.52877, 0.55880, 0.55824, 0.58251, 0.53156, 0.49292"
9	0.326530681710254	11	0.087751937402379	"11_9"	"6.0149e-02, 6.0591e-02, 6.4626e-02, 5.3486e-02, 8.8287e-02, 4.6197e-02, 9.5511e-02, 6.4723e-02, 3.3185e-05, 9.7224e-02, 9.3782e-02, 1.0376e-01, 1.3367e-01, 4.2802e-02, 5.3960e-02, 9.7028e-02, 7.2458e-02, 1.4599e-01, 2.5511e-01, 1.2929e-01, 1.8651e-01, 1.6564e-01, 1.2587e-01, 2.0572e-01, 5.4845e-02, 9.2660e-02, 1.5592e-01, 1.1072e-01, 2.7357e-01, 0.0000e+00, 3.1158e-01, 2.5165e-01, 2.5971e-01, 1.6132e-01, 2.8493e-01, 2.4464e-01, 1.8132e-01, 2.1879e-01, 2.2542e-01, 2.5204e-01, 2.1230e-01, 1.2074e-01, 1.7468e-01, 1.2736e-01, 3.1758e-02, 1.5751e-01, 6.3134e-02, 9.1166e-02, 1.6000e-01, 1.2154e-01, 5.8469e-02, 6.0894e-02, 6.1986e-02, 4.4332e-02, 4.4748e-02, 1.4326e-02, 9.9787e-02, 3.5346e-02, 1.8647e-02, 4.6148e-02, 0.0000e+00, 9.4452e-03, 0.0000e+00, 1.2450e-02, 1.3320e-02, 0.0000e+00, 0.0000e+00, 4.3299e-03, 5.7903e-03, 2.5791e-04, 8.9255e-03, 0.0000e+00, 0.0000e+00"
10	0.751484612856752	11	0.0371091403340142	"11_10"	"9.9534e-02, 2.1181e-03, 0.0000e+00, 8.7590e-02, 6.7240e-05, 0.0000e+00, 0.0000e+00, 1.0102e-03, 3.9557e-02, 0.0000e+00, 1.1451e-04, 9.9222e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.5731e-03, 9.3002e-02, 2.1248e-02, 1.1900e-03, 1.7333e-01, 1.1319e-02, 2.1236e-02, 0.0000e+00, 2.0841e-02, 2.0565e-01, 3.0002e-02, 1.3534e-02, 5.0245e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.7191e-02, 0.0000e+00, 5.9031e-02, 1.4760e-02, 0.0000e+00, 2.0456e-01, 0.0000e+00, 3.7838e-02, 1.7384e-02, 0.0000e+00, 7.4413e-02, 5.6348e-05, 4.2028e-03, 2.8873e-01, 5.6417e-02, 8.6014e-03, 0.0000e+00, 2.0972e-03, 9.6620e-02, 1.3797e-02, 3.0673e-03, 5.1764e-02, 0.0000e+00, 1.0183e-02, 2.1336e-04, 7.0814e-03, 3.2339e-02, 0.0000e+00, 1.7337e-02, 4.1979e-02, 1.8604e-02, 9.9834e-05, 0.0000e+00, 0.0000e+00, 8.4847e-02, 0.0000e+00, 0.0000e+00, 3.6681e-02, 4.2985e-05, 0.0000e+00, 6.4946e-02, 0.0000e+00"
11	0.378698404902879	11	0.0544049621530698	"11_11"	"4.1283e-05, 6.4185e-05, 1.6279e-02, 4.9070e-05, 2.9115e-02, 3.3941e-02, 5.1180e-02, 1.3867e-01, 7.0485e-02, 1.9136e-01, 2.0589e-01, 1.2595e-01, 2.0883e-01, 3.0946e-01, 2.9593e-01, 2.3844e-01, 1.4008e-01, 1.1934e-01, 1.4102e-01, 7.7906e-02, 2.1194e-01, 2.0664e-01, 2.1690e-01, 1.9726e-01, 1.2230e-01, 2.5539e-01, 1.8794e-01, 7.4109e-02, 8.6992e-02, 0.0000e+00, 7.9158e-02, 5.5635e-02, 3.6629e-02, 1.1631e-02, 4.0319e-02, 2.0010e-02, 0.0000e+00, 4.5946e-02, 3.0502e-02, 4.0906e-02, 1.5757e-02, 7.0131e-03, 0.0000e+00, 3.7051e-02, 0.0000e+00, 0.0000e+00, 7.3227e-02, 3.5037e-02, 1.1658e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.8429e-05, 3.9372e-05, 1.8597e-02, 5.8827e-03, 2.1105e-02, 5.5894e-04, 1.1790e-02, 1.6317e-03, 2.7930e-05, 9.5406e-05, 1.1248e-02, 2.8626e-02, 2.4575e-02, 5.3218e-03, 2.0178e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.3769e-02, 3.4638e-02, 2.4179e-05"
1	0.173648191269544	13	0.0506115082702551	"13_1"	"0.0000e+00, 0.0000e+00, 6.0968e-05, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.0547e-02, 1.3470e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.6894e-04, 0.0000e+00, 1.4419e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 9.6690e-04, 2.0954e-04, 3.7276e-02, 0.0000e+00, 2.4520e-03, 0.0000e+00, 2.0845e-03, 0.0000e+00, 4.2914e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 4.8731e-03, 0.0000e+00, 1.7403e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.4182e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.6911e-05, 0.0000e+00, 0.0000e+00, 1.3602e-03, 0.0000e+00, 6.8811e-04, 0.0000e+00, 3.0841e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.3528e-03, 1.2543e-02, 1.0647e-04, 5.0173e-02, 3.5592e-02, 2.9801e-02, 2.3341e-01, 3.0153e-01, 2.0227e-01, 2.7489e-01, 2.7997e-01, 2.6162e-01, 1.8121e-01, 2.6142e-01, 2.4269e-01, 2.7683e-01, 2.1174e-01, 7.1232e-02"
2	0.582619083410207	13	0.0441703962914013	"13_2"	"0.0000e+00, 5.3915e-03, 1.6279e-02, 3.0914e-03, 0.0000e+00, 3.6895e-02, 2.3224e-02, 0.0000e+00, 0.0000e+00, 5.6199e-05, 5.2674e-03, 0.0000e+00, 1.6876e-02, 0.0000e+00, 0.0000e+00, 1.1237e-04, 0.0000e+00, 0.0000e+00, 8.3302e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 7.6905e-05, 0.0000e+00, 2.5989e-02, 1.7716e-02, 0.0000e+00, 5.7763e-05, 0.0000e+00, 0.0000e+00, 3.6914e-04, 3.2362e-02, 0.0000e+00, 4.1459e-02, 1.3505e-01, 1.0389e-01, 1.6118e-01, 9.4144e-02, 1.2897e-01, 8.2885e-02, 5.3558e-02, 1.7411e-01, 1.8913e-01, 5.4375e-02, 1.3436e-01, 2.8958e-01, 2.1587e-01, 1.3262e-01, 1.5015e-01, 1.2561e-01, 1.9586e-01, 1.2539e-01, 9.6539e-02, 1.1852e-01, 2.6152e-02, 3.2815e-02, 3.1673e-03, 0.0000e+00, 3.6153e-02, 1.1786e-02, 3.8162e-03, 1.1980e-03, 1.7815e-02, 2.0750e-02, 3.8679e-03, 4.6522e-02, 7.4781e-02, 7.0259e-02, 8.5239e-02, 4.3451e-02, 0.0000e+00, 0.0000e+00"
3	0.81422574454911	13	0.00897738195362249	"13_3"	"0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 7.7452e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.4888e-05, 0.0000e+00, 2.7176e-04, 0.0000e+00, 5.3936e-03, 0.0000e+00, 3.3029e-04, 0.0000e+00, 1.6763e-04, 2.1012e-02, 1.4375e-02, 0.0000e+00, 9.8439e-03, 1.5886e-02, 1.3951e-02, 6.3270e-03, 3.2690e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.2276e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.4657e-01, 4.8698e-02, 0.0000e+00, 4.4949e-03, 1.1288e-02, 1.1062e-02, 7.1625e-04, 0.0000e+00, 1.1144e-02, 3.5434e-04, 7.9361e-03, 0.0000e+00, 1.6338e-02, 0.0000e+00, 9.4195e-03, 8.5666e-03, 2.0696e-02, 2.2039e-02, 0.0000e+00, 0.0000e+00, 1.3189e-04, 1.4703e-02, 0.0000e+00, 0.0000e+00, 2.7705e-05, 9.0698e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00"
4	0.901088748454369	13	0.0200780217469662	"13_4"	"3.2201e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.6924e-03, 1.0959e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.8770e-02, 2.8350e-02, 8.1815e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 5.8745e-03, 0.0000e+00, 3.5940e-05, 0.0000e+00, 9.9032e-03, 1.7359e-02, 2.2585e-02, 4.1046e-01, 1.3847e-02, 6.2385e-02, 5.2498e-02, 1.7809e-01, 2.5499e-02, 2.4862e-02, 0.0000e+00, 5.7433e-03, 8.5586e-03, 9.1796e-04, 1.3734e-01, 2.4177e-02, 5.2291e-02, 4.3632e-02, 0.0000e+00, 3.1377e-04, 0.0000e+00, 2.9390e-02, 1.1103e-02, 0.0000e+00, 5.6094e-02, 3.5199e-03, 1.3412e-02, 2.8899e-02, 0.0000e+00, 1.4783e-02, 4.6283e-05, 6.1643e-02, 9.4515e-03, 0.0000e+00, 7.0830e-02, 0.0000e+00, 1.8236e-02, 1.4661e-02, 0.0000e+00, 1.1686e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.0444e-03, 3.4638e-05, 8.1967e-03"
5	0.439587343757806	13	0.0222776242540751	"13_5"	"1.7062e-01, 2.1393e-01, 1.9900e-01, 1.8745e-01, 2.0334e-01, 2.1364e-01, 1.3872e-01, 1.0439e-01, 2.9402e-02, 4.7994e-02, 6.0060e-02, 5.8054e-02, 3.3551e-02, 2.4186e-02, 0.0000e+00, 7.0790e-03, 4.0644e-04, 2.1469e-02, 4.7899e-02, 3.5747e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.0762e-04, 1.0782e-04, 0.0000e+00, 7.7025e-04, 0.0000e+00, 1.0628e-02, 0.0000e+00, 2.0384e-02, 7.3828e-04, 1.9225e-02, 0.0000e+00, 2.3940e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 7.1334e-03, 1.3030e-02, 1.6284e-02, 0.0000e+00, 0.0000e+00, 1.4998e-02, 1.4164e-02, 4.3796e-03, 2.0479e-02, 7.5111e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 3.9372e-05, 0.0000e+00, 1.2192e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 8.1907e-05, 0.0000e+00, 0.0000e+00, 8.3868e-04, 8.9390e-04, 0.0000e+00, 1.7925e-02, 0.0000e+00, 3.4638e-05, 0.0000e+00"
6	0.617336269030524	13	0.479129120108935	"13_6"	"0.50262, 0.52593, 0.51122, 0.48030, 0.47411, 0.46650, 0.42980, 0.41756, 0.53481, 0.44448, 0.46090, 0.41360, 0.41390, 0.45547, 0.49741, 0.49272, 0.49039, 0.49890, 0.37441, 0.44087, 0.36612, 0.42630, 0.44171, 0.38753, 0.52850, 0.46972, 0.46644, 0.53472, 0.46390, 0.57290, 0.46657, 0.49096, 0.48715, 0.50585, 0.42281, 0.46895, 0.40562, 0.43051, 0.47568, 0.46070, 0.43332, 0.48944, 0.47084, 0.45905, 0.44784, 0.49175, 0.45438, 0.46551, 0.46207, 0.43469, 0.50850, 0.49389, 0.48528, 0.50734, 0.43701, 0.53560, 0.41604, 0.49794, 0.47264, 0.41716, 0.53776, 0.44197, 0.51990, 0.45663, 0.45769, 0.48746, 0.52225, 0.50151, 0.54564, 0.49837, 0.53795, 0.52224, 0.53987"
7	0.416423876049737	13	0.186035684248468	"13_7"	"0.138133, 0.179268, 0.244360, 0.164090, 0.285570, 0.213953, 0.359131, 0.364830, 0.100883, 0.316230, 0.309573, 0.248439, 0.346467, 0.167810, 0.191056, 0.244508, 0.120270, 0.227513, 0.384530, 0.182801, 0.363778, 0.317506, 0.274111, 0.351842, 0.081045, 0.216865, 0.251981, 0.094671, 0.315966, 0.000000, 0.299935, 0.253757, 0.249113, 0.140147, 0.324234, 0.273595, 0.177250, 0.294601, 0.232819, 0.284509, 0.236944, 0.066809, 0.234913, 0.262291, 0.164547, 0.226859, 0.140776, 0.220769, 0.297681, 0.205599, 0.212802, 0.206718, 0.194643, 0.186503, 0.280442, 0.095647, 0.353235, 0.137393, 0.139402, 0.309775, 0.089655, 0.219673, 0.083062, 0.213981, 0.197696, 0.064821, 0.100740, 0.073580, 0.027732, 0.126161, 0.083443, 0.015795, 0.000000"
8	0.704199272935783	13	0.0502848532179903	"13_8"	"2.3614e-02, 1.9255e-04, 0.0000e+00, 3.6606e-02, 1.3448e-04, 1.8856e-04, 1.6811e-03, 1.4817e-03, 0.0000e+00, 5.0579e-04, 5.7254e-04, 2.4422e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.0506e-02, 0.0000e+00, 0.0000e+00, 3.7189e-04, 7.7110e-03, 0.0000e+00, 1.0890e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.7329e-04, 0.0000e+00, 0.0000e+00, 1.2814e-02, 0.0000e+00, 2.6887e-02, 1.6680e-02, 0.0000e+00, 0.0000e+00, 3.8087e-03, 0.0000e+00, 0.0000e+00, 5.5896e-03, 1.5602e-01, 1.1777e-02, 1.6424e-02, 0.0000e+00, 2.2466e-02, 5.7343e-05, 2.7603e-02, 1.9800e-02, 5.6538e-02, 7.8637e-02, 9.6545e-02, 1.2147e-01, 1.7918e-01, 1.4065e-01, 3.0837e-01, 1.5436e-01, 2.6347e-01, 2.9460e-01, 1.9244e-01, 2.1285e-01, 7.9092e-02, 2.6156e-02, 8.3791e-02, 3.7368e-02, 4.4110e-02, 3.9073e-02, 1.4330e-02, 5.1974e-02, 9.5426e-03, 1.2731e-02, 0.0000e+00, 2.7540e-02"
9	0.727362740643852	13	0.0401798229804958	"13_9"	"1.4206e-01, 7.8306e-03, 5.4871e-03, 1.2847e-01, 1.4658e-02, 1.7662e-02, 0.0000e+00, 5.3879e-04, 5.0574e-02, 2.2479e-04, 0.0000e+00, 1.6157e-01, 7.6649e-03, 0.0000e+00, 3.3795e-03, 0.0000e+00, 1.1203e-01, 1.5248e-02, 1.5619e-02, 2.2190e-01, 2.4720e-03, 7.2965e-03, 0.0000e+00, 2.3610e-02, 2.1230e-01, 0.0000e+00, 0.0000e+00, 5.8974e-02, 5.7763e-04, 0.0000e+00, 4.9325e-03, 2.3203e-02, 1.6636e-02, 6.4077e-02, 2.7659e-02, 0.0000e+00, 2.6234e-01, 1.4207e-02, 6.5251e-02, 3.9300e-02, 3.0024e-02, 1.2147e-01, 1.7186e-02, 1.8802e-03, 8.5121e-02, 3.2633e-02, 2.1045e-02, 0.0000e+00, 2.7881e-02, 1.1192e-01, 1.5267e-02, 2.5142e-04, 4.6000e-02, 1.1418e-03, 4.3505e-03, 0.0000e+00, 0.0000e+00, 3.6198e-02, 0.0000e+00, 5.0992e-05, 2.6617e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 7.6507e-02, 0.0000e+00, 1.6481e-03, 4.1502e-02, 0.0000e+00, 0.0000e+00, 7.1147e-02, 1.4338e-02"
