"date"
2000.08607305936
2000.22146118721
2000.37442922374
2000.49063926941
2000.64086757991
2000.75547945205
2000.87168949772
2000.96598173516
2001.08219178082
2001.21872146119
2001.37168949772
2001.48789954338
2001.63812785388
2001.75273972603
2001.84703196347
2001.94406392694
2002.07945205479
2002.21598173516
2002.3497716895
2002.48515981735
2002.61621004566
2002.7296803653
2002.84703196347
2002.94132420091
2003.07671232877
2003.21324200913
2003.34703196347
2003.48242009132
2003.61347031963
2003.70502283105
2003.70776255708
2003.82397260274
2003.93858447489
2004.07397260274
2004.20776255708
2004.34155251142
2004.49611872146
2004.60799086758
2004.72146118721
2004.85799086758
2004.95228310502
2005.08607305936
2005.22420091324
2005.33881278539
2005.49611872146
2005.60525114155
2005.71872146119
2005.83333333333
2005.949543379
2006.08219178082
2006.24063926941
2006.35799086758
2006.49337899543
2006.60251141552
2006.71872146119
2006.81575342466
2006.94680365297
2007.08219178082
2007.22146118721
2007.35525114155
2007.49063926941
2007.5997716895
2007.71324200913
2007.83219178082
2007.94406392694
2008.07945205479
2008.21324200913
2008.32945205479
2008.48242009132
2008.59429223744
2008.70776255708
2008.82671232877
2008.95776255708
